"","title","press","time","body","url"
"20","김윤 삼양 회장 ""디지털 혁신에 삼양의 생존 달려""","데일리안","15:35","삼양그룹이 뉴노멀에 대응하기 위해 체질 개선에 나선다. 키워드는 ‘사업구조 고도화’와 ‘디지털 혁신’이다.삼양그룹은 6일 성남 판교 삼양디스커버리센터에서 ‘뉴...","https://v.daum.net/v/20200706153517563"
"21","원달러 환율 2.8원 내린 1195.8원 마감","파이낸셜뉴스","15:35","[파이낸셜뉴스] 6일 서울외환시장 마감. coddy@fnnews.com 예병정 기자 ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지","https://v.daum.net/v/20200706153516562"
"22","[언론보도 설명] 모든 외국에 주식 장기보유 세금 혜택 있다는 보도 사실과 다르다","정책브리핑","15:35","[기사 내용] □ ’20.7.6.(월) 한국경제(가판)「외국은 다 있는데…주식 장기보유 세금 혜택 안 준다는 한국」기사에서 ㅇ “미국은 장기투자자에게 직접적인 세제 혜택...","https://v.daum.net/v/20200706153515561"
"23","[언론보도 설명] 2020년 세법개정안 검토중..간이과세 제도 개편 구체 내용 미정","정책브리핑","15:35","[기사 내용] □ 연합뉴스 2020. 7. 6.(월) 「부가세 간이과세 20년만에 손질...연매출·납부면제기준 상향추진」 기사에서, ㅇ 정부가 20년째 동일하게 유지돼 온 부가...","https://v.daum.net/v/20200706153515560"
"24","[언론보도 설명] 신재생에너지법 시행령 개정 법률 범위 내에서 추진","정책브리핑","15:35","[기사 내용] □ 산업부가 신재생에너지법 시행령 개정을 통해 신재생에너지 의무공급량을 최근 상향 조정(’21년, ‘22년 각각 1%포인트씩 상향)하기로 함 ㅇ 특히, 국...","https://v.daum.net/v/20200706153515559"
"25","[언론보도 설명] 산업부 PD 중 민간전문가 경력자 일정 이상..역할, 제도 도입초기와 유사","정책브리핑","15:35","[기사 내용] □ 민간 전문가의 수혈이라는 제도 도입 취지에도 불구, 산업통상자원부의 PD가 2018년 이후 국책 연구기관으로 채워져, 본래의 취지가 퇴색<U+00A0><U+00A0><U+00A0> ㅇ ‘18...","https://v.daum.net/v/20200706153514558"
"26","역사속으로 사라지는 2G 서비스","연합뉴스","15:35","(서울=연합뉴스) 김도훈 기자 = 011과 017 등으로 시작하는 SK텔레콤의 2G 이동통신 서비스의 순차 종료가 시작된 6일 서울 시내의 한 SK텔레콤 매장에 서비스 종료 안...","https://v.daum.net/v/20200706153514557"
"27","소부장 국산화·감염병 대응..국가연구시설 편리하게 이용하세요","정책브리핑","15:35","과학기술정보통신부는 소재·부품·장비(소부장) 국산화, 코로나19 등에 적극 활용할 수 있는 ‘국가연구시설 검색·예약서비스(K-Facility)’를 7일부터 시작한다고 6...","https://v.daum.net/v/20200706153514556"
"28","[게임단신] 넷마블, 온라인 댄스게임 '클럽 엠스타' 신규 펫 업데이트 실시, '원하는 4성 몬스터 득하자'..컴투스, '서머너즈 워' 소환이벤트 진행","스포츠서울","15:35","넷마블의 온라인 댄스게임 ‘클럽 엠스타’ 신규 펫 ‘귀요미 파인’ 업데이트 이미지. <U+00A0>제공 | 넷마블    [스포츠서울 김민규기자]넷마블이 온라인 댄스게임 ‘클럽 ...","https://v.daum.net/v/20200706153511555"
"29","블랙핑크 'How You Like That' 차트 올킬+2억3천만뷰","스타뉴스","15:35","[스타뉴스 윤상근 기자] /사진제공=YG엔터테인먼트 걸그룹 블랙핑크(BLACKPINK)가 'How You Like That'으로 국내 주요 음원 사이트 7월 첫 주간 차트 정상을 석권했다. ...","https://v.daum.net/v/20200706153511554"
"30","OB unveils lineup for ""2020 CASS Blue Playground"" livestream concert","코리아헤럴드","15:35","Oriental Brewery’s flagship beer brand Cass unveiled the lineup for “Cass Blue Playground Connect 2.0,” its annual music festival, on social media Monday.","https://v.daum.net/v/20200706153511553"
"31","괴산서 인공관절 수술 받은 60대 11일 만에 숨져","뉴스1","15:35","(괴산=뉴스1) 김정수 기자 = 충북 괴산의 한 병원에서 무릎 인공관절 수술을 받은 60대가 재활치료 중 숨졌다. 6일 유족에 따르면 A씨(65·여)가 지난달 9일 병원에 입...","https://v.daum.net/v/20200706153510552"
"32","역사속으로 사라지는 2G 서비스","연합뉴스","15:35","(서울=연합뉴스) 김도훈 기자 = 011과 017 등으로 시작하는 SK텔레콤의 2G 이동통신 서비스의 순차 종료가 시작된 6일 서울 시내의 한 SK텔레콤 매장에 서비스 종료 안...","https://v.daum.net/v/20200706153510551"
"33","숙행, 새 앨범 준비 한창..""부상투혼중"" 무릎보호대까지","스포츠조선","15:35","[스포츠조선 고재완 기자] 가수 숙행이 새 앨범 준비에 한창이다. 6일 오후 숙행의 공식 SNS 채널을 통해 세 장의 사진이 공개됐다. 공개된 사진들 속 숙행은 여전한 여...","https://v.daum.net/v/20200706153508550"
"34","역사속으로 사라지는 2G 서비스","연합뉴스","15:35","(서울=연합뉴스) 김도훈 기자 = 011과 017 등으로 시작하는 SK텔레콤의 2G 이동통신 서비스의 순차 종료가 시작된 6일 서울 시내의 한 SK텔레콤 매장에 서비스 종료 안...","https://v.daum.net/v/20200706153506549"
"35","유튜브 이미지 광고 '디스커버리', 다양한 강점에 전량 광고 상품으로 자리매김","경향신문","15:35","[경향신문] 압도적인 노출량, 합리적인 CPC, 기대 이상의 전환 성과로 강세 유튜브 이미지 광고 '유튜브 디스커버리' 서비스가 광고주들 사이에 뜨거운 반응을 얻고 있...","https://v.daum.net/v/20200706153503548"
"36","코스피 상승 마감..2,190선 근접","연합뉴스","15:35","(서울=연합뉴스) 박원희 기자 = 코스피가 6일 상승 마감했다. 이날 코스피 지수는 전 거래일보다 35.52포인트(1.65%) 오른 2,187.93으로 마감했다. 지수는 전장보다 6.5...","https://v.daum.net/v/20200706153503546"
"37","도티 수입 600억 공개하자..현주엽 바로 ""대표님~""","한국경제","15:35","크리에이터 도티가 자신이 운영중인 MCN 회사 샌드박스의 연 매출을 공개했다.<U+00A0> 지난 5일 방송된 KBS2 '사장님 귀는 당나귀 귀'에서 현주엽은 크리에이터 도티를 만났...","https://v.daum.net/v/20200706153502545"
"38","한호전, 요리사 양성 커리큘럼으로 주목","쿠키뉴스","15:35","[쿠키뉴스] 이영수 기자 = 양질의 취업을 하기 위한 청년들의 고군분투가 끊임없이 이어지고 있다. 4차 산업혁명 시대로 접어들며 새로운 기술과 정보의 중요성이 부각 ...","https://v.daum.net/v/20200706153502544"
"39","[JB포토] 고려대 김태완 '영점 잡았습니다'","점프볼","15:34","[점프볼=서울/박상혁 기자] 6일 연세대 신촌캠퍼스 체육관에서 대한체육회 주최로 '라이벌 대전' 첫회 녹화가 진행되었다. 연세대는 김택훈이 감독으로 나와 신승민...","https://v.daum.net/v/20200706153458543"
"40","임오경 '눈물'..故 최숙현의 '그 사람들'은 ""사과할 마음 없다""","이데일리","15:34","[이데일리 박지혜 기자] 고(故) 최숙현 트라이애슬론 선수 동료와의 통화 내용으로 TV조선과 공방을 벌인 임오경 더불어민주당 의원이 6일 최 선수 사망 사건 관련 문화...","https://v.daum.net/v/20200706153456542"
"41","[마감 시황]  기관 매수 우위.. 코스피 2187.93(▲35.52, +1.65%) 상승 마감","서울경제","15:34","[서울경제] 오전 상승 출발했던 코스피가  기관의 매수세에 힘입어, 전 거래일(2152.41)보다 35.52p(+1.65%) 오른 2187.93로 상승 마감했다. 투자자별 동향을 살펴보면 ...","https://v.daum.net/v/20200706153448541"
"42","유비소프트 편집 부사장, 성희롱·폭행 혐의로 결국 사임","엑스포츠뉴스","15:34","[엑스포츠뉴스 이덕행 기자] 성희롱과 폭행 혐의로 기소된 유비소프트 편집 <U+00A0>부사장 막심 벨런드(Maxime Beland)가 사임했다. 가마수트라, IGN 등 현지 매체는 6일(현...","https://v.daum.net/v/20200706153446540"
"43","[마감 시황] 개인 매수 우위.. 코스닥 759.90(▲7.72, +1.03%) 상승 마감","서울경제","15:34","[서울경제] 오전 상승 출발했던 코스닥이 개인의 매수세에 힘입어, 전 거래일(752.18)보다 7.72p(+1.03%) 오른 759.90로 상승 마감했다. 투자자별 동향을 살펴보면 개인...","https://v.daum.net/v/20200706153442539"
"44","""사생활 침해"" 중대본 방침에도 ""확진자 아파트 공개하겠다""는 광주시장","경향신문","15:34","[경향신문] 이용섭 광주시장이 코로나19 확진판정을 받은 시민이 살고 있는 아파트 단지 이름을 공개하겠다고 밝혔다. 시민들의 혼란을 최소하하겠다는 것인데 ‘사생활...","https://v.daum.net/v/20200706153442538"
"45","조 하드 먼, 남다른 캐주얼 패션 세련美 [포토화보]","스포츠동아","15:34","[동아닷컴] 사진｜Splash News사진｜Splash News사진｜Splash News사진｜Splash News사진｜Splash News조 하드 먼, 남다른 캐주얼 패션 세련美 [포토화보] 할리우드 모...","https://v.daum.net/v/20200706153441537"
"46","신성이엔지, 삼성서울병원에 임시 선별진료소 설치·운영","아시아경제","15:34","[아시아경제 문혜원 기자] 신성이엔지와 아바타메드는 삼성서울병원 감염병대응센터 자문을 받아 임시 선별진료소를 삼성서울병원에 지난달 말 설치했다고 6일 밝혔다. ...","https://v.daum.net/v/20200706153439536"
"47","박원순 ""이재명 지사는 내 아우, 갈등 유발 말길""","조선일보","15:34","박원순 서울시장이 6일 “이재명 경기지사는 제 아우다. 자꾸 갈등을 유발하려고 노력하지 않았으면 좋겠다”고 말했다. 박 시장은 이날 서울시청에서 열린 3선 취임 2...","https://v.daum.net/v/20200706153439535"
"48","대전하나시티즌, 지역화폐 '온통대전' 홍보영상 통해 지역경제 활성화 동참!","스포탈코리아","15:34","[스포탈코리아] 서재원 기자= 대전하나시티즌이 대전광역시 지역화폐인 ‘온통대전’ 홍보에 발 벗고 나섰다. 지역 자본의 유출을 방지하고 소비촉진을 통한 소상공인과...","https://v.daum.net/v/20200706153437534"
"49","수원 영동시장 방문한 김종인","연합뉴스","15:34","(수원=연합뉴스) 홍기원 기자 = 미래통합당 김종인 비상대책위원장이 6일 오후 경기도 수원시 영동시장을 방문해 꽈배기를 구입하고 있다. 2020.7.6 xanadu@yna.co.kr (...","https://v.daum.net/v/20200706153435533"
"50","""아픔 잊게 해주는 꿈"" 숙행, 부상 투혼에 빛나는 노력 [SNS★컷]","뉴스엔","15:34","[뉴스엔 서지현 기자] 가수 숙행이 부상 투혼을 전했다. 숙행은 7월 6일 자신의 인스타그램에 ""얼마 안 남았다 숙행! 파이팅~!! 아픔을 잊게 해주는 나의 꿈이여라""라고...","https://v.daum.net/v/20200706153427532"
"51","검찰, '코로나 방역활동 방해' 신천지 간부 5명 영장 청구(종합)","연합뉴스","15:34","(수원=연합뉴스) 강영훈 기자 = 검찰이 신종 코로나바이러스 감염증(코로나19) 방역활동을 방해한 혐의를 받는 신천지예수교 증거장막성전(신천지) 간부들에 대해 구속...","https://v.daum.net/v/20200706153427531"
"52","이상헌 의원 ""체육계 가혹행위 대책·교육 강화해야""","연합뉴스","15:34","(울산=연합뉴스) 장영은 기자 = 더불어민주당 이상헌 국회의원(울산 북구)은 6일 보도자료를 내고 체육계 가혹 행위에 대해 사후 대책이 아닌 사전 예방 대책과 교육을 ...","https://v.daum.net/v/20200706153425530"
"53","포스트코로나 시대, 디지털 헬스케어산업 활성화 필수","헤럴드경제","15:34","[헤럴드경제=구본혁 기자] 코로나19의 기세가 지속되는 가운데 대표적인 비대면 서비스 산업으로 급부상하고 있는 디지털 헬스케어 산업의 육성과 시장 경쟁력 확보방안...","https://v.daum.net/v/20200706153425529"
"54","서울 르엘캐슬 갤러리에서 만나는 롯데건설의 속초 첫번째 '롯데캐슬'","헤럴드경제","15:34","-<U+00A0>‘롯데리조트 속초’의 품격과 높은 품질 이어오는 첫번째 롯데캐슬만의 프리미엄 단지-<U+00A0>속초시내와 바다 조망 입지 선점, 바다 조망 만끽하며 운동하는 부대시설 ...","https://v.daum.net/v/20200706153423528"
"55","[N샷] 비, 부담스러운 호피도 소화..열정 넘치는 틱톡 댄스 '폭소'","뉴스1","15:34","(서울=뉴스1) 장아름 기자 = 혼성그룹 싹쓰리 막내 비룡으로 활약 중인 가수 겸 배우 비가 사회관계망서비스(SNS) 계정에 또 한 번 폭풍 업로드를 했다. 비는 6일 자신...","https://v.daum.net/v/20200706153422527"
"56","[머니S포토] 고 최숙현 사망 사건 임오경, 격앙된 목소리로 질의","머니S","15:34","임오경 의원이 6일 서울 여의도 국회 본관 506호에서 열린 국회 국회 문화체육관광위원회, 고 최숙현 트라이애슬론(철인 3종경기) 선수 가혹행위 및 체육분야 인권침해 ...","https://v.daum.net/v/20200706153422526"
"57","""시중 풀린 돈, 인프라 투자로""..공모펀드에 세제 혜택","머니투데이","15:34","정부가 시중에 풀린 돈이 부동산·주식 대신 인프라 투자 사업으로 흘러갈 수 있도록 대책을 마련한다. 2006년 이후 14년째 신규 조성이 없는 ‘공모형 인프라펀드’를 ...","https://v.daum.net/v/20200706153419525"
"58","보그 윌리엄스, 해맑은 표정 긍정 에너지 뿜어 [포토화보]","스포츠동아","15:34","[동아닷컴] 사진｜Splash News사진｜Splash News사진｜Splash News사진｜Splash News사진｜Splash News보그 윌리엄스, 해맑은 표정 긍정 에너지 뿜어 [포토화보] 할리우...","https://v.daum.net/v/20200706153416524"
"59","부산통합청사 부하 직원 여자친구 성추행..피해자는 징계까지","YTN","15:34","[앵커] 정부 기관들이 모여있는 부산통합청사의 관리 책임자가 부하 직원의 여자친구를 성추행해 경찰 수사를 받은 것으로 드러났습니다. 이 책임자는 부하 직원에게 저...","https://v.daum.net/v/20200706153413523"
"60","MS 태블릿 노트북 '서피스북3' 사전 예약","연합뉴스","15:34","(서울=연합뉴스) 한국마이크로소프트가 태블릿 노트북 '서피스 북 3' 사전 예약을 받는다고 6일 밝혔다. 이달 27일 국내 공식 출시되는 서피스북 3는 화면과 키보드를 ...","https://v.daum.net/v/20200706153413522"
"61","[더뉴스-더여론] 부동산 대책 후폭풍..文 지지도 50%대 아래로","YTN","15:34","■ 진행 : 강진원 앵커, 박상연 앵커 ■ 출연 : 이택수 / 리얼미터 대표, 윤희웅 / 오피니언라이브 센터장 * 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보...","https://v.daum.net/v/20200706153412521"
"62","광주 유치원 유아 확진에 전 아동 검사..광주 서울 지역감염 지속 속에 아동 확진자 속출해 우려 더해","디지털타임스","15:34","전국 신규 확진자수는 60명대에서 40대로 줄었지만, 수도권과 광주의 지역 감염이 여전히 진행되고 있는 상황이다. 특히 서울과 광주의 초등학교와 유치원에서 확진 아...","https://v.daum.net/v/20200706153411520"
"63","희망브리지, 전국 유치원 및 초·중·고에 손 소독 티슈 지원","연합뉴스","15:34","(서울=연합뉴스) 희망브리지 전국재해구호협회가 6일부터 신종 코로나바이러스 감염증(코로나19) 확산 방지 및 예방을 위해 전국 유치원 및 초·중·고등학교에 손 소독...","https://v.daum.net/v/20200706153409519"
"64","이태원발 코로나 유행 'GH바이러스' 주도, 전파력 어떻길래","디지털타임스","15:34","최근 유행하는 이태원발 코로나19 바이러스는 감염력과 전파력이 높은 것으로 알려진 GH그룹인 것으로 밝혀졌다. GH 바이러스 전파력이 기존에 비해 최대 6배 가량 더 ...","https://v.daum.net/v/20200706153409518"
"65","[달러/원] 환율 2.8원 내린 1195.8 마감","뉴스1","15:34","(서울=뉴스1) 박응진 기자 = 6일 환율 pej86@news1.kr","https://v.daum.net/v/20200706153407517"
"66","'꼰대인턴' 박기웅 ""한지은과의 호흡? '무한도전' 하와수 느낌"" [인터뷰 맛보기]","티브이데일리","15:34","[티브이데일리 박상후 기자] '꼰대인턴' 배우 박기웅이 한지은과 호흡을 맞춘 소감을 밝혔다. 박기웅은 3일 서울 강남구 모처의 한 카페에서 진행된 인터뷰에서 MBC 수...","https://v.daum.net/v/20200706153406516"
"67","블랙핑크, 퍼펙트 올킬 행진..'How You Like That' 차트 전 부문 싹쓸이","텐아시아","15:34","그룹 블랙핑크(BLACKPINK)가 '하우 유 라이크 댓(How You Like That)'으로 국내 주요 음원 사이트 7월 첫 주간 차트 정상을 석권했다.블랙핑크의 첫 정규앨범 선공개 타...","https://v.daum.net/v/20200706153405515"
"68","시민과 대화 나누는 김종인","연합뉴스","15:34","(수원=연합뉴스) 홍기원 기자 = 미래통합당 김종인 비상대책위원장이 6일 오후 경기도 수원시 영동시장을 방문해 시민과 대화를 나누고 있다. 2020.7.6 xanadu@yna.co.k...","https://v.daum.net/v/20200706153404514"
"69","'코리안 몬스터' 배지현 아나운서 ""남편 류현진? 그냥 곰이다""","텐아시아","15:34","tvN '코리안 몬스터' 류현진의 절친들이 '인간 류현진'을 낱낱이 밝힐 예정이다.'코리안 몬스터'는 메이저리거 류현진이 MLB 에이스로 올라서기까지 거쳐 온 성장과 도...","https://v.daum.net/v/20200706153403513"
"70","'웰컴투비디오 손정우' 미국 송환 불허 결정이 아쉬운 이유","한국경제","15:34","세계 최대 아동 성착취물 거래 사이트 '웰컴투비디오'를 운영한 손정우(24)에 대한 미국 송환이 불허됐다. 서울고법 형사20부(재판장 강영수)는 6일 손정우에 대한 범죄...","https://v.daum.net/v/20200706153403512"
"71","블랙핑크, 'How You Like That' 7월 첫 주간차트 '퍼펙트 올킬'..롱런 인기ing [공식]","OSEN","15:34","[OSEN=이승훈 기자]<U+00A0>블랙핑크(BLACKPINK)가<U+00A0>'How You Like That'으로 국내 주요 음원 사이트<U+00A0>7월 첫 주간 차트 정상을 석권했다. 블랙핑크의 첫 정규앨범 선공개 타...","https://v.daum.net/v/20200706153403511"
"72","[사설]정세균 '접시론' 확대하자","전자신문","15:34","정세균 총리는 6일 정부서울청사에서 올해 상반기 총리실 적극행정 우수직원에게 '적극행정 접시'를 수여했다. 적극행정 접시에는 공직문화와 관련한 정 총리의 '접시론...","https://v.daum.net/v/20200706153402510"
"73","[Photo News] Absolut's project for a breathing city","코리아헤럴드","15:34","Pernod Ricard Korea President and CEO Jean Touboul (center) draws on a bottle that has been prepainted with Airlite, an eco-friendly paint, during the Absolu","https://v.daum.net/v/20200706153400509"
"74","시민과 대화 나누는 김종인","연합뉴스","15:33","(수원=연합뉴스) 홍기원 기자 = 미래통합당 김종인 비상대책위원장이 6일 오후 경기도 수원시 영동시장을 방문해 시민과 대화를 하고 있다. 2020.7.6 xanadu@yna.co.kr ...","https://v.daum.net/v/20200706153355508"
"75","더위 식혀줄 시원한 물줄기","연합뉴스","15:33","(서울=연합뉴스) 천경환 기자 = 낮 기온이 30도까지 오르며 후덥지근한 날씨를 보인 6일, 서울 중구 한국은행 맞은편 분수대광장 분수대가 가동되고 있다. 2020.7.6 kw@...","https://v.daum.net/v/20200706153351507"
"76","'데뷔 10주년' 틴탑, '향수 뿌리지마'·'미치겠어' 명곡 소환으로 재조명","OSEN","15:33","[OSEN=지민경 기자]<U+00A0>데뷔<U+00A0>10주년을 맞은 틴탑의 명곡이 재조명되고 있다. 지난<U+00A0>2일 방송된<U+00A0>‘문명특급’<U+00A0>숨듣명(숨어 듣는 명곡)<U+00A0>틴탑 편이 공개<U+00A0>2일 만에 조회 ...","https://v.daum.net/v/20200706153351506"
"77","[코스피(마감)] 35.52포인트(1.65%) 오른 2,187.93 마감","서울경제","15:33","[서울경제] [코스피(마감)] 35.52포인트(1.65%) 오른 2,187.93 마감","https://v.daum.net/v/20200706153347505"
"78","검찰, '명단·집회장소 축소' 신천지 간부 5명 구속영장 청구","국민일보","15:33","신종 코로나바이러스 감염증(코로나19) 방역활동을 방해한 혐의를 받는 신천지예수교증거장막성전(신천지) 간부들에 대해 검찰이 구속영장을 청구했다. 수원지검 형사6...","https://v.daum.net/v/20200706153347504"
"79","변성완 부산시장 대행, 가덕신공항 등 현안사업 해결 총력","머니S","15:33","6일 더불어민주당과 부울경 예산정책협의회에 참석한 변성완 부산시장 권한대행./사진=부산시부산시는<U+00A0>여당과 내년도 국비 확보, 지역 현안사업 등을 논의하기 위한 부...","https://v.daum.net/v/20200706153346503"
"80","보기만 해도 '시원'","연합뉴스","15:33","(서울=연합뉴스) 천경환 기자 = 낮 기온이 30도까지 오르며 후덥지근한 날씨를 보인 6일, 서울 중구 한국은행 맞은편 분수대 광장에서 한 시민이 분수대를 바라보고 있...","https://v.daum.net/v/20200706153345502"
"81","'JYP 새 걸그룹' 니쥬, 日 64개 차트 정상 등극","마이데일리","15:33","[마이데일리 = 박윤진 기자] JYP엔터테인먼트(이하 JYP)가 선보인 글로벌 걸그룹 니쥬(NiziU)가 프리 데뷔 앨범으로 일본 64개 차트 정상을 휩쓸었다. 니쥬는 지난달 30...","https://v.daum.net/v/20200706153342501"
"82","[코스닥] 7.72p(1.03%) 오른 759.90 마감","뉴스1","15:33","(서울=뉴스1) 박응진 기자 = 6일 코스닥 마감 pej86@news1.kr","https://v.daum.net/v/20200706153340500"
"83","후덥지근한 서울","연합뉴스","15:33","(서울=연합뉴스) 천경환 기자 = 낮 기온이 30도까지 오르며 후덥지근한 날씨를 보인 6일, 서울 중구 한국은행 맞은편 분수대광장 앞을 한 시민이 지나가고 있다. 2020.7...","https://v.daum.net/v/20200706153340499"
"84","정부가 꽃길 깔아준 임대사업..집값 뛰자 '원흉' 뭇매","뉴시스","15:33","[서울=뉴시스] 이인준 기자 = '부동산 정책 실패'를 자인한 여당이 오히려 규제 강공을 연일 펼치고 있는 가운데, 이번에는 임대사업자에 대한 세제 혜택을 축소하는 내...","https://v.daum.net/v/20200706153337498"
"85","코스피, 35.52p(1.65%) 오른 2187.93 마감, 원/달러 환율 2.8원 내린 1195.8 마감","머니투데이","15:33","6일 코스피, 서울 외환시장 마감. [관련기사]☞ ☞ ☞ ☞ ☞ 김사무엘 기자 samuel@mt.co.kr","https://v.daum.net/v/20200706153336497"
